average_funded,total_rounds,average_participants,products_number,offices,mba_degree,other_degree,age,ipo_True,is_closed_True,is_acquired_True
120000.0,3,2.0,1.0,2.0,1.0,2.0,365.0,0,0,0
625000.0,2,1.5,1.0,1.0,1.0,3.0,762.0,0,0,0
150000.0,1,0.0,1.0,1.0,1.0,3.0,2922.0,0,0,0
975000.0,2,2.0,1.0,1.0,1.0,2.0,1826.0,0,0,0
150000.0,1,0.0,1.0,1.0,1.0,1.0,1767.0,0,0,0
21612355.0,1,4.0,1.0,1.0,1.0,2.0,3653.0,0,0,0
995000.0,1,0.0,1.0,1.0,1.0,1.0,2192.0,0,0,0
1960000.0,1,1.0,3.0,1.0,1.0,3.0,1826.0,0,0,0
1000000.0,1,0.0,1.0,1.0,1.0,3.0,1096.0,0,0,0
7250000.0,2,1.5,1.0,1.0,1.0,1.0,1826.0,0,0,0
1375000.0,2,0.0,1.0,1.0,1.0,2.0,1161.0,0,0,0
705948.0,3,0.0,1.0,1.0,1.0,1.0,2922.0,0,0,0
263400.0,1,2.0,1.0,1.0,1.0,3.0,2192.0,0,1,0
1960000.0,1,1.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
1960000.0,1,0.0,1.0,3.0,1.0,3.0,731.0,0,0,0
150000.0,1,2.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1000000.0,1,0.0,1.0,1.0,1.0,3.0,731.0,0,0,0
25000.0,1,1.0,1.0,1.0,1.0,3.0,1096.0,0,0,0
4420261.6,5,0.0,1.0,1.0,3.0,9.0,3287.0,0,0,0
11597928.0,1,1.0,1.0,1.0,1.0,1.0,1826.0,0,0,1
1960000.0,1,2.0,1.0,3.0,1.0,10.0,6940.0,0,0,0
1960000.0,3,0.6667,1.0,1.0,1.0,3.0,853.0,0,0,0
381000.0,1,1.0,1.0,1.0,1.0,3.0,5479.0,0,1,0
2750000.0,2,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1050000.0,2,1.5,1.0,1.0,1.0,3.0,1461.0,0,0,0
13500000.0,2,3.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
850000.0,2,0.0,2.0,1.0,1.0,5.0,2010.0,0,0,0
300000.0,1,0.0,1.0,1.0,1.0,3.0,8401.0,0,0,0
6200000.0,2,1.5,2.0,2.0,1.0,1.0,2922.0,0,0,0
3960000.0,1,1.0,1.0,1.0,1.0,3.0,2922.0,0,0,0
12000000.0,1,0.0,1.0,1.0,1.0,4.0,3653.0,0,0,0
16554430.4167,12,1.0833,2.0,2.0,2.0,11.0,3287.0,0,0,0
10000000.0,1,1.0,1.0,1.0,1.0,2.0,1826.0,0,0,1
10000000.0,1,2.0,1.0,1.0,1.0,7.0,3653.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,3.0,915.0,0,0,0
1456338.0,1,0.0,1.0,1.0,1.0,1.0,1461.0,0,0,0
9250000.0,4,2.25,1.0,2.0,3.0,5.0,1096.0,0,0,1
2000000.0,1,1.0,1.0,2.0,1.0,1.0,1492.0,0,0,0
12500.0,1,0.0,1.0,1.0,1.0,3.0,964.0,0,1,0
1000000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
3300000.0,1,3.0,1.0,1.0,1.0,3.0,1096.0,0,0,0
10000000.0,1,2.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1500000.0,1,5.0,1.0,2.0,1.0,3.0,694.0,0,0,1
786000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,1,0
1960000.0,1,1.0,1.0,1.0,1.0,7.0,731.0,0,0,0
5333333.3333,3,6.0,1.0,1.0,2.0,17.0,1430.0,0,0,0
854000.0,2,0.5,1.0,1.0,1.0,2.0,2922.0,0,1,0
800000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
738377.5,2,0.0,1.0,1.0,1.0,3.0,3653.0,0,0,0
400000.0,1,1.0,1.0,1.0,1.0,3.0,4018.0,0,0,0
3062500.0,2,2.0,1.0,1.0,1.0,1.0,1096.0,0,0,0
100000.0,1,0.0,1.0,3.0,1.0,3.0,1837.0,0,1,0
14000000.0,1,2.0,1.0,1.0,1.0,2.0,5114.0,0,0,0
1000000.0,1,9.0,1.0,1.0,2.0,2.0,975.0,0,0,0
6000000.0,1,0.0,1.0,2.0,1.0,1.0,1459.0,0,0,1
1960000.0,1,2.0,1.0,1.0,1.0,3.0,945.0,0,0,1
4000000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
5918360.0,2,1.5,1.0,1.0,1.0,3.0,2156.0,0,0,0
15000000.0,2,3.0,2.0,1.0,1.0,14.0,4232.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,3.0,640.0,0,0,0
100000.0,3,1.3333,1.0,2.0,1.0,1.0,122.0,0,0,0
17769396.75,4,0.5,1.0,1.0,1.0,3.0,2557.0,0,0,0
3500000.0,1,0.0,1.0,1.0,1.0,3.0,10592.0,0,0,0
12000000.0,2,2.5,1.0,1.0,1.0,3.0,1826.0,0,0,0
275000.0,2,0.5,1.0,1.0,1.0,3.0,1853.0,0,0,0
78000.0,1,1.0,1.0,1.0,1.0,2.0,314.0,0,0,0
140000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,3.0,1096.0,0,0,0
575000.0,1,0.0,1.0,1.0,1.0,1.0,4018.0,0,0,0
8500000.0,2,2.5,1.0,1.0,1.0,1.0,1096.0,0,0,0
240000.0,1,0.0,1.0,1.0,1.0,1.0,1402.0,0,0,0
4900000.0,2,1.0,1.0,1.0,1.0,2.0,1826.0,0,0,0
61000.0,1,1.0,1.0,1.0,1.0,3.0,3287.0,0,0,0
20500000.0,2,0.5,1.0,1.0,1.0,2.0,4346.0,0,0,1
5230000.0,1,2.0,1.0,1.0,1.0,4.0,5833.0,0,0,1
9410333.3333,6,2.5,3.0,1.0,2.0,2.0,3287.0,0,0,0
8571428.5714,7,3.0,2.0,5.0,3.0,14.0,2437.0,0,0,0
3040000.0,1,0.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
9225440.6667,6,1.0,1.0,1.0,8.0,18.0,3287.0,0,0,0
749596.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
25000000.0,1,0.0,1.0,1.0,1.0,4.0,365.0,0,0,0
1960000.0,1,1.0,7.0,1.0,3.0,7.0,6484.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1210.0,0,0,0
12465377.0,2,0.5,1.0,1.0,1.0,3.0,5114.0,0,0,0
3069900.0,1,0.0,1.0,1.0,1.0,3.0,6940.0,0,0,0
35000000.0,1,1.0,1.0,1.0,2.0,7.0,3287.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
367800.0,1,1.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
4000000.0,1,1.0,1.0,1.0,1.0,2.0,1826.0,0,0,0
7283333.3333,3,2.6667,1.0,1.0,1.0,3.0,3653.0,0,0,0
4833333.0,3,2.6667,1.0,1.0,2.0,9.0,1461.0,0,0,0
300000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
7277407.6667,3,1.0,1.0,1.0,1.0,1.0,4383.0,0,0,0
4500000.0,1,1.0,1.0,6.0,2.0,7.0,5844.0,0,0,0
370000.0,2,4.5,1.0,1.0,1.0,1.0,1461.0,0,0,0
21000000.0,1,2.0,1.0,1.0,1.0,1.0,2557.0,0,0,0
200000.0,1,0.0,1.0,1.0,1.0,3.0,153.0,0,0,0
9620000.0,1,4.0,1.0,1.0,1.0,3.0,4815.0,0,0,1
250000.0,1,1.0,1.0,1.0,1.0,1.0,1553.0,0,0,0
9000000.0,2,1.0,1.0,1.0,1.0,3.0,3287.0,0,0,0
15850000.0,2,3.0,1.0,1.0,1.0,3.0,1826.0,0,0,1
1960000.0,1,1.0,1.0,1.0,1.0,3.0,731.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,3.0,7574.0,0,0,0
1651520.0,1,3.0,1.0,1.0,1.0,3.0,1826.0,0,0,1
900000.0,2,2.0,1.0,1.0,1.0,3.0,1461.0,0,0,0
1000000.0,1,0.0,1.0,1.0,1.0,3.0,1096.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
200000.0,1,6.0,1.0,2.0,1.0,3.0,762.0,0,0,0
697719.5,2,0.0,1.0,1.0,1.0,3.0,2406.0,0,0,0
50000.0,1,1.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
2168000.0,2,2.5,1.0,1.0,1.0,2.0,3196.0,0,0,1
10000000.0,1,3.0,1.0,1.0,1.0,3.0,24472.0,0,0,0
1000000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1270000.0,2,0.5,1.0,1.0,1.0,3.0,2192.0,0,0,0
8000000.0,2,1.0,1.0,2.0,1.0,3.0,610.0,0,0,0
1100000.0,1,1.0,1.0,1.0,1.0,3.0,4018.0,0,1,0
25000.0,1,1.0,1.0,1.0,1.0,3.0,814.0,0,0,0
200000.0,1,0.0,1.0,2.0,1.0,1.0,853.0,0,0,0
1557700.0,1,1.0,1.0,1.0,1.0,3.0,4018.0,0,0,0
12911358.0,1,3.0,1.0,1.0,1.0,3.0,5114.0,0,0,0
1200000.0,1,0.0,1.0,1.0,1.0,3.0,10958.0,0,0,0
25000.0,1,1.0,1.0,1.0,1.0,1.0,690.0,0,0,0
55000.0,2,1.0,1.0,1.0,1.0,1.0,1461.0,0,0,0
40652850.0,2,7.5,1.0,1.0,1.0,3.0,3287.0,0,0,0
408225.0,1,6.0,1.0,1.0,1.0,3.0,2377.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
5000000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
12000000.0,1,0.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
1750000.0,3,1.0,2.0,1.0,1.0,4.0,1341.0,0,0,1
6000000.0,1,0.0,4.0,1.0,1.0,4.0,2922.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
8000000.0,1,2.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
22500000.0,1,2.0,1.0,1.0,1.0,3.0,2922.0,0,0,0
16000000.0,1,1.0,1.0,1.0,1.0,3.0,2922.0,0,0,0
6675164.0,4,0.75,1.0,1.0,1.0,3.0,3287.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,3.0,2498.0,0,0,0
1995000.0,2,0.0,1.0,1.0,1.0,2.0,1826.0,0,0,0
15000000.0,1,1.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,8766.0,0,0,0
70000.0,1,0.0,1.0,1.0,1.0,1.0,1472.0,0,1,0
27833333.3333,9,2.3333,5.0,1.0,3.0,16.0,3653.0,0,0,0
5850000.0,1,0.0,1.0,1.0,1.0,3.0,10227.0,0,0,0
9500000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
15000000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
17554604.0,1,0.0,1.0,1.0,1.0,3.0,5055.0,0,0,0
5725000.0,2,3.5,1.0,1.0,1.0,5.0,1461.0,0,0,0
2977800.0,2,1.0,3.0,1.0,1.0,1.0,3898.0,0,1,0
80000.0,1,0.0,1.0,1.0,1.0,1.0,1461.0,0,0,0
10375000.0,4,3.5,1.0,1.0,6.0,15.0,5114.0,0,0,0
295000.0,1,2.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1960000.0,1,4.0,1.0,1.0,1.0,3.0,535.0,0,0,0
1960000.0,1,5.0,1.0,1.0,2.0,3.0,1876.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,465.0,0,0,1
13168035.0,1,0.0,6.0,13.0,3.0,19.0,6940.0,1,0,0
1960000.0,1,1.0,1.0,1.0,1.0,2.0,2071.0,0,0,0
14700000.0,3,2.0,1.0,1.0,5.0,25.0,3000.0,0,0,1
15152514.0,1,1.0,1.0,1.0,1.0,3.0,5844.0,0,0,0
1250000.0,1,0.0,1.0,1.0,1.0,3.0,6209.0,0,0,0
1022160.0,1,1.0,1.0,1.0,1.0,3.0,4018.0,0,0,0
5000000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1500000.0,1,0.0,2.0,1.0,1.0,3.0,3287.0,0,1,0
4340000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
6100000.0,2,0.5,1.0,1.0,3.0,4.0,2192.0,0,0,0
8943333.3333,3,2.6667,1.0,1.0,4.0,14.0,4748.0,0,0,0
12618862.5,4,2.0,1.0,1.0,1.0,2.0,2557.0,0,0,0
300000.0,1,0.0,1.0,1.0,1.0,3.0,2192.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,2.0,2101.0,0,0,0
309000.0,2,1.5,1.0,1.0,1.0,2.0,1341.0,0,0,0
2000000.0,1,1.0,1.0,1.0,1.0,1.0,4383.0,0,0,0
2475000.0,2,0.5,1.0,1.0,1.0,3.0,1826.0,0,0,0
10714666.6667,7,4.4286,1.0,1.0,6.0,27.0,3653.0,0,0,0
1000000.0,3,0.3333,1.0,1.0,1.0,1.0,2557.0,0,0,0
27500000.0,3,1.3333,1.0,1.0,3.0,22.0,5114.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
465500.0,6,3.5,1.0,1.0,1.0,2.0,1461.0,0,0,0
20000.0,1,0.0,1.0,1.0,1.0,3.0,2922.0,0,0,0
1655405.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
50000000.0,1,4.0,1.0,1.0,5.0,10.0,1826.0,0,0,1
647931.5,2,0.0,1.0,1.0,1.0,3.0,2192.0,0,0,0
4000000.0,1,1.0,1.0,1.0,1.0,5.0,2922.0,0,0,0
600000.0,1,0.0,1.0,1.0,1.0,3.0,2192.0,0,1,0
6320281.0,1,0.0,1.0,1.0,1.0,3.0,4018.0,0,0,0
30000.0,1,0.0,1.0,1.0,1.0,3.0,731.0,0,0,0
3200000.0,1,2.0,1.0,1.0,3.0,5.0,365.0,0,0,0
1960000.0,1,3.0,1.0,1.0,1.0,8.0,1096.0,0,0,0
7500000.0,1,1.0,1.0,2.0,1.0,1.0,3033.0,0,0,1
5450000.0,2,0.5,1.0,1.0,1.0,3.0,2557.0,0,0,0
15500000.0,1,2.0,1.0,1.0,1.0,3.0,4748.0,0,0,0
1960000.0,1,2.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1125000.0,2,0.0,1.0,1.0,1.0,1.0,4427.0,0,0,1
14625000.0,4,3.0,1.0,2.0,1.0,8.0,2922.0,1,0,0
1200000.0,1,1.0,1.0,2.0,1.0,3.0,1826.0,0,0,0
11209911.2,5,1.0,1.0,1.0,3.0,19.0,4049.0,0,0,0
3879600.0,1,1.0,1.0,4.0,1.0,3.0,1826.0,0,0,0
15000000.0,1,3.0,1.0,1.0,1.0,3.0,3439.0,0,0,1
1636120.0,1,0.0,1.0,1.0,1.0,3.0,1767.0,0,0,0
150000.0,1,0.0,1.0,1.0,1.0,3.0,559.0,0,0,0
1343225.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
3960000.0,1,1.0,1.0,1.0,1.0,3.0,4176.0,0,0,1
8900000.0,1,7.0,1.0,2.0,1.0,3.0,6694.0,0,0,1
181875.0,8,1.375,1.0,1.0,1.0,1.0,2226.0,0,1,0
17000000.0,1,5.0,1.0,1.0,2.0,8.0,1609.0,0,0,1
100000.0,1,0.0,1.0,1.0,1.0,1.0,931.0,0,0,0
1960000.0,2,1.0,1.0,1.0,1.0,3.0,396.0,0,0,0
2500000.0,1,5.0,1.0,1.0,1.0,4.0,762.0,0,0,0
300000.0,2,2.0,1.0,1.0,1.0,2.0,3287.0,0,0,0
4000000.0,1,6.0,1.0,1.0,1.0,3.0,4018.0,0,1,0
2500000.0,2,0.0,1.0,1.0,1.0,3.0,1461.0,0,0,0
2000000.0,1,1.0,1.0,1.0,1.0,3.0,4383.0,0,0,0
2000000.0,1,2.0,1.0,1.0,1.0,3.0,1096.0,0,0,0
650000.0,1,0.0,1.0,1.0,1.0,2.0,1478.0,0,0,0
130000.0,1,1.0,1.0,1.0,1.0,3.0,1775.0,0,0,1
1500000.0,1,6.0,1.0,2.0,1.0,4.0,3287.0,0,0,0
1448928.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
40000.0,1,0.0,1.0,1.0,1.0,3.0,884.0,0,0,0
1610000.0,1,3.0,1.0,1.0,1.0,3.0,5479.0,0,0,0
609726.0,2,0.5,1.0,1.0,1.0,4.0,360.0,0,0,0
2016300.0,1,1.0,1.0,1.0,1.0,3.0,1795.0,0,0,0
15000000.0,1,2.0,1.0,1.0,2.0,26.0,2526.0,0,0,0
150000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
4851818.6667,3,0.0,1.0,1.0,1.0,3.0,1869.0,0,0,1
2331032.0,1,3.0,1.0,1.0,1.0,2.0,1826.0,0,0,0
1049337.0,1,2.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
10000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,2.0,1826.0,0,1,0
9000000.0,1,3.0,1.0,1.0,2.0,2.0,4932.0,0,0,0
250000.0,1,0.0,1.0,1.0,1.0,3.0,427.0,0,0,0
50000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
8500000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
3000000.0,1,3.0,1.0,1.0,1.0,4.0,365.0,0,0,0
100000.0,1,1.0,1.0,1.0,1.0,3.0,2467.0,0,0,0
13295000.0,2,2.0,1.0,1.0,1.0,3.0,2649.0,0,0,0
46500000.0,1,5.0,1.0,1.0,1.0,2.0,5844.0,0,0,0
1960000.0,1,2.0,1.0,2.0,1.0,4.0,640.0,0,0,0
1000000.0,1,1.0,1.0,1.0,1.0,3.0,1461.0,0,0,0
12000000.0,1,0.0,1.0,1.0,1.0,2.0,1826.0,0,0,0
250000.0,2,0.0,1.0,1.0,1.0,3.0,1423.0,0,0,0
6500000.0,2,1.5,1.0,1.0,2.0,3.0,3776.0,0,0,1
50000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1461.0,0,0,0
2000000.0,1,1.0,1.0,1.0,1.0,3.0,487.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
231588.0,1,1.0,1.0,1.0,1.0,3.0,121.0,0,0,0
3000000.0,1,1.0,1.0,1.0,1.0,3.0,1825.0,0,0,0
5712500.0,2,0.5,1.0,1.0,2.0,5.0,7670.0,0,0,0
1175000.0,2,0.0,1.0,1.0,1.0,3.0,1096.0,0,0,0
3830000.0,2,1.0,1.0,1.0,1.0,1.0,2192.0,0,1,0
40000.0,1,2.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
14000000.0,3,1.3333,1.0,1.0,5.0,11.0,2557.0,0,0,0
5000000.0,2,3.0,2.0,1.0,1.0,1.0,4383.0,0,0,0
170000.0,1,0.0,1.0,1.0,1.0,1.0,2192.0,0,0,0
120000.0,1,0.0,1.0,1.0,1.0,3.0,448.0,0,0,0
5800000.0,3,1.0,2.0,1.0,1.0,2.0,5114.0,1,0,0
385000.0,2,6.0,1.0,1.0,1.0,3.0,700.0,0,0,0
18000.0,1,1.0,1.0,1.0,1.0,3.0,2007.0,0,1,0
200000.0,1,1.0,1.0,1.0,1.0,3.0,753.0,0,0,0
355398.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
16471993.5,4,0.5,1.0,1.0,2.0,6.0,2922.0,0,0,0
100000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1000000.0,1,0.0,1.0,1.0,1.0,3.0,4018.0,0,0,0
3330000.0,2,2.5,1.0,1.0,1.0,3.0,2192.0,0,0,0
2750000.0,1,0.0,1.0,1.0,3.0,1.0,792.0,0,1,0
1960000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1960000.0,1,9.0,1.0,1.0,1.0,2.0,1188.0,0,1,0
170000.0,1,2.0,1.0,1.0,1.0,3.0,689.0,0,0,0
1510005.0,1,0.0,1.0,1.0,1.0,3.0,2192.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,2.0,518.0,0,0,0
3000000.0,1,0.0,1.0,1.0,2.0,8.0,1461.0,0,0,0
812497.0,1,0.0,1.0,1.0,1.0,3.0,2557.0,0,0,0
10000000.0,1,1.0,1.0,1.0,1.0,3.0,2557.0,0,0,0
417578.0,2,0.0,1.0,1.0,1.0,3.0,5936.0,0,0,0
1960000.0,1,1.0,1.0,2.0,1.0,1.0,1096.0,0,0,0
9650000.0,2,1.0,1.0,1.0,2.0,3.0,1096.0,0,0,0
500000.0,1,0.0,1.0,1.0,1.0,1.0,946.0,0,0,0
5600000.0,1,18.0,1.0,1.0,1.0,1.0,731.0,0,0,0
7300000.0,1,1.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
30000.0,1,0.0,1.0,1.0,1.0,3.0,1096.0,0,0,0
6000000.0,1,2.0,1.0,1.0,1.0,3.0,1461.0,0,0,0
3200000.0,1,4.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
31500000.0,1,2.0,1.0,1.0,2.0,6.0,4386.0,0,0,1
7010000.0,2,2.5,1.0,1.0,2.0,9.0,1826.0,0,0,1
10046565.8,5,0.4,1.0,1.0,1.0,3.0,4018.0,0,0,0
4750000.0,2,0.5,1.0,1.0,1.0,1.0,1096.0,0,0,0
536644.5,2,0.0,1.0,1.0,1.0,2.0,1645.0,0,0,0
5000000.0,1,0.0,11.0,1.0,1.0,3.0,5479.0,0,0,0
17000000.0,1,1.0,1.0,1.0,1.0,1.0,3471.0,0,0,0
153453.0,1,1.0,1.0,1.0,1.0,3.0,1296.0,0,0,0
585000.0,2,1.0,1.0,1.0,1.0,3.0,1797.0,0,0,0
20000.0,1,1.0,1.0,2.0,1.0,3.0,1371.0,0,0,0
12166666.6667,3,3.3333,1.0,1.0,1.0,2.0,3287.0,0,0,0
9937500.0,4,2.75,1.0,2.0,5.0,13.0,2467.0,0,0,0
14000000.0,1,5.0,1.0,1.0,1.0,1.0,4383.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,1.0,731.0,0,0,0
10000000.0,2,1.5,1.0,1.0,1.0,3.0,1826.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
149996.0,1,0.0,1.0,1.0,1.0,5.0,1310.0,0,0,0
1440600.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
300000.0,1,1.0,1.0,1.0,1.0,8.0,1006.0,0,0,0
1200000.0,1,0.0,6.0,1.0,1.0,3.0,853.0,0,0,0
1500000.0,1,0.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
2613443.75,4,0.5,7.0,1.0,3.0,20.0,2149.0,0,0,0
550000.0,2,1.5,1.0,1.0,1.0,3.0,1402.0,0,0,0
5730447.75,4,2.0,1.0,1.0,1.0,3.0,2557.0,0,0,0
6500000.0,1,1.0,1.0,1.0,1.0,1.0,4202.0,0,0,0
6000000.0,1,1.0,1.0,1.0,1.0,1.0,997.0,0,0,0
3025000.0,2,1.0,1.0,1.0,6.0,5.0,1826.0,0,0,0
23000000.0,2,1.0,1.0,1.0,2.0,4.0,5844.0,0,0,0
10110000.0,2,3.0,1.0,1.0,1.0,3.0,2205.0,0,0,1
3500150.0,2,0.5,1.0,1.0,1.0,3.0,4748.0,0,0,0
105453.5,2,0.0,1.0,1.0,1.0,3.0,2376.0,0,0,0
1999999.5,2,0.5,1.0,1.0,1.0,1.0,1096.0,0,0,0
1672580.0,1,0.0,1.0,1.0,1.0,3.0,1461.0,0,0,0
150000.0,1,1.0,1.0,1.0,1.0,4.0,1330.0,0,0,1
410581.5,2,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
4800000.0,1,0.0,1.0,1.0,1.0,1.0,2679.0,0,0,0
116666.6667,3,1.0,2.0,2.0,1.0,4.0,671.0,0,0,0
1000000.0,1,1.0,2.0,1.0,1.0,3.0,2922.0,0,0,0
4797338.0,1,1.0,1.0,1.0,1.0,8.0,1341.0,0,0,0
6000000.0,1,2.0,1.0,1.0,2.0,9.0,2557.0,0,0,0
1960000.0,1,1.0,1.0,1.0,1.0,1.0,484.0,0,0,1
9035840.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
75000.0,1,2.0,1.0,1.0,1.0,3.0,731.0,0,0,0
3958200.0,1,3.0,1.0,1.0,1.0,3.0,306.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,3.0,624.0,0,0,0
500000.0,1,1.0,1.0,1.0,1.0,1.0,1826.0,0,0,0
775000.0,1,0.0,1.0,1.0,1.0,3.0,1096.0,0,0,0
1960000.0,2,1.0,1.0,1.0,1.0,1.0,2904.0,0,0,0
4500000.0,2,1.0,1.0,1.0,1.0,1.0,1218.0,0,0,0
30246450.1429,7,1.7143,1.0,1.0,1.0,5.0,3287.0,0,0,0
2330000.0,1,3.0,1.0,1.0,1.0,3.0,2190.0,0,0,1
9100000.0,1,2.0,1.0,1.0,1.0,3.0,4018.0,0,1,0
20000000.0,1,1.0,1.0,1.0,1.0,2.0,1826.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
18000.0,1,1.0,1.0,1.0,1.0,3.0,1228.0,0,0,1
1136439.0,1,3.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
74200000.0,1,0.0,1.0,1.0,1.0,2.0,6940.0,1,0,0
50000.0,1,1.0,1.0,1.0,1.0,4.0,549.0,0,0,0
6425712.6667,3,1.0,1.0,1.0,1.0,1.0,5479.0,0,0,0
6631250.5,4,1.75,1.0,1.0,3.0,11.0,1826.0,0,0,0
283333.3333,3,0.0,3.0,1.0,1.0,2.0,1066.0,0,0,0
3327139.0,4,1.25,3.0,6.0,2.0,6.0,2588.0,0,0,0
688552.0,2,0.5,1.0,1.0,1.0,1.0,1534.0,0,0,0
2200000.0,1,1.0,1.0,1.0,1.0,3.0,4018.0,0,0,0
1960000.0,1,3.0,1.0,1.0,1.0,3.0,1096.0,0,0,0
18489285.7143,7,0.8571,1.0,1.0,1.0,3.0,3653.0,0,0,0
200000.0,1,0.0,1.0,1.0,1.0,2.0,731.0,0,0,0
4475000.0,1,0.0,1.0,1.0,1.0,3.0,4018.0,0,0,0
6084330.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
4000000.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
2150666.6667,3,1.0,1.0,1.0,1.0,1.0,2192.0,0,0,0
403366.5,2,0.0,1.0,1.0,1.0,3.0,1461.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,1.0,1904.0,0,1,0
686000.0,1,0.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
1960000.0,1,0.0,1.0,1.0,1.0,3.0,426.0,0,0,0
21000000.0,3,3.3333,1.0,1.0,2.0,10.0,12419.0,0,0,1
19616.0,1,1.0,1.0,1.0,1.0,3.0,1826.0,0,0,0
5000000.0,2,1.0,1.0,1.0,3.0,5.0,5479.0,0,0,0
2250000.0,4,0.25,1.0,1.0,1.0,1.0,3653.0,0,0,0
335000.0,1,4.0,1.0,2.0,1.0,3.0,731.0,0,0,0
